Height,Weight,BMI,Obese
69.92442,140.3969,20.67436929,1
64.28508,102.8351,17.9165132,0
68.2452,128.5214,19.86843786,0
66.35708,120.2991,19.67072382,0
68.36275,138.6036,21.35344535,1
65.4769,132.9574,22.32897519,1
69.71947,115.6233,17.12654275,0
67.72554,122.524,19.23307433,0
68.63941,134.6254,20.57370079,1
66.78405,121.8986,19.67821536,0
70.05147,155.3767,22.79732462,1
66.27848,128.9418,21.13397285,1
69.20198,129.1013,19.41002392,0
69.13481,139.4733,21.01019222,1
67.36436,140.8901,22.35386365,1
70.09297,131.5916,19.28464902,0
70.1766,121.1232,17.70823131,0
68.22556,131.5127,20.34257718,1
68.12932,136.5479,21.18114403,1
70.24256,141.4896,20.64697125,1
71.48752,140.6104,19.81022819,0
69.20477,112.1413,16.85877535,0
70.06306,133.457,19.57472422,0
70.55703,131.8001,19.06196436,0
66.28644,120.0285,19.66832992,0
63.42577,123.0972,22.0317591,1
66.76711,128.1432,20.69678579,1
68.88741,115.4759,17.52040491,0
64.87434,102.0927,17.46551037,0
67.09272,130.353,20.84984013,1
68.34761,134.1842,20.68174659,1
65.61073,98.64133,16.4983942,0
67.75551,114.5599,17.96701313,0
68.0212,123.4917,19.21682729,0
67.66193,123.048,19.35166301,0
66.3146,126.4772,20.70744088,1
69.43706,128.417,19.17663348,0
63.83624,127.1941,22.47319734,1
67.72277,122.0562,19.16120929,0
70.05098,127.6064,18.72304678,0
70.18602,131.6423,19.24095954,0
65.94588,111.8955,18.52549332,0
70.007,122.039,17.92867531,0
68.61129,128.5547,19.66207218,0
68.80817,132.6792,20.17694106,1
69.76212,136.0632,20.12953939,1
65.45539,115.9403,19.48390873,0
68.82534,136.9041,20.80904838,1
65.8003,119.8804,19.93539901,0
67.21474,109.0055,17.37208164,0
69.42021,128.2705,19.16405629,0
68.94396,135.2913,20.49320652,1
67.9415,106.8558,16.66711127,0
65.62506,123.2939,20.61268943,1
66.49607,109.5143,17.8324646,0
67.92809,119.3087,18.61683302,0
68.89415,140.2402,21.27356753,1
70.241,133.9841,19.55259425,0
68.26623,132.5807,20.48334901,1
71.23161,130.6988,18.5463553,0
69.09747,115.5637,17.42728135,0
64.39693,123.7941,21.49325127,1
71.09585,128.1427,18.25315178,0
68.21868,135.9646,21.03544589,1
65.91721,116.6273,19.32569333,0
67.4369,126.8241,20.07886175,1
73.90107,151.3913,19.95868674,0
69.98149,130.4022,19.17127712,0
69.51862,136.2068,20.2921938,1
65.18437,113.3989,19.21561963,0
68.00869,125.3287,19.50986267,0
68.3384,127.5846,19.66985416,0
65.18417,107.1564,18.15792974,0
68.26209,116.4588,17.99474286,0
68.56865,133.8402,20.49594162,1
64.49675,112.8901,19.53946607,0
68.71053,130.7568,19.94114921,0
68.89148,137.7571,20.8985165,1
69.54011,125.4036,18.67117949,0
67.39964,138.4659,21.94624259,1
66.47521,120.8184,19.68548597,0
66.01217,140.1539,23.15739293,1
72.44434,136.7397,18.75936782,0
64.12642,106.1139,18.5793614,0
70.98112,158.9562,22.71560316,1
67.50124,108.7868,17.1903689,0
72.01515,138.7758,19.26630791,0
65.31143,115.9136,19.56538981,0
67.07509,146.2922,23.41160237,1
64.39148,109.8765,19.08009352,0
69.37003,139.0499,20.80460203,1
68.37921,119.9001,18.46306862,0
65.31018,128.3069,21.65811958,1
67.1369,127.2428,20.32558928,1
68.39468,115.2306,17.73599982,0
66.2918,124.7975,20.44648974,1
67.1866,126.9511,20.24900262,1
65.99156,111.2711,18.39662213,0
69.43393,122.6089,18.31095511,0
67.97463,124.2084,19.35484774,0
67.76133,124.6453,19.54539989,0
65.27864,119.5169,20.193873,1
73.83364,139.2983,18.39796352,0
66.81312,104.8265,16.9075265,0
66.89411,123.0424,19.79755372,0
65.73568,118.8923,19.80997399,0
65.98283,121.4939,20.09208898,1
66.58396,119.2488,19.36632753,0
67.11294,135.0239,21.58393457,1
65.87481,116.228,19.28432801,0
66.78067,109.1731,17.62570897,0
68.73577,124.2237,18.93090398,0
66.22666,141.1645,23.17353482,1
65.95968,129.1501,21.37323019,1
68.58372,127.8693,19.57296902,0
66.59347,120.9244,19.63284089,0
66.96574,127.6466,20.49445639,1
68.08015,101.4693,15.76253823,0
70.19025,144.9927,21.18971205,1
65.52149,110.9523,18.60806763,0
67.45905,132.8625,21.02105336,1
67.40985,146.3385,23.18698996,1
69.66158,145.5894,21.60108728,1
65.79799,120.8431,20.09690133,1
66.10558,115.7813,19.07632347,0
68.23987,128.3019,19.83760336,0
68.02403,127.4718,19.83452935,0
71.39044,127.8761,18.06515789,0
65.7316,121.4997,20.24693528,1
66.43358,112.7148,18.38815383,0
70.01309,135.002,19.8296116,0
69.48146,128.6789,19.19119264,0
68.62764,124.4062,19.01850575,0
68.36275,140.026,21.57258208,1
68.39028,117.519,18.09055206,0
68.77413,143.8737,21.90098756,1
69.9236,141.1703,20.78874512,1
71.55542,155.9414,21.92849645,1
68.44764,134.0093,20.59446326,1
66.71398,130.0975,21.04591183,1
66.68413,106.2265,17.19968091,0
67.93699,112.0489,17.47943906,0
68.89855,136.1884,20.65629608,1
67.29191,131.236,20.8669882,1
69.57212,131.3231,19.53453815,0
67.67479,119.5261,18.79063307,0
69.04155,116.9965,17.67194294,0
67.96765,138.5255,21.59025214,1
65.83982,109.6518,18.21255985,0
65.77288,130.1569,21.66237029,1
71.14106,137.1114,19.50587326,0
67.83055,113.759,17.80195034,0
65.0693,114.9725,19.55123527,0
69.70745,127.7149,18.92411908,0
69.92983,121.9972,17.9621126,0
66.11569,117.9607,19.42946168,0
68.61364,127.7141,19.53216681,0
68.9976,117.9619,17.84046979,0
66.79171,125.1554,20.19932999,1
68.02363,141.1026,21.9557312,1
69.67258,145.4822,21.57836677,1
71.82178,116.065,16.20023982,0
72.74676,135.7458,18.46849843,0
67.27951,132.9248,21.14330489,1
67.41015,115.6622,18.32623951,0
68.5315,114.3184,17.52540886,0
68.47126,148.952,22.87505757,1
68.51867,142.1878,21.80604893,1
63.72529,134.104,23.77664576,1
67.70483,141.8926,22.28706805,1
69.47115,138.7444,20.69850523,1
66.70198,134.449,21.75768181,1
65.23126,117.0167,19.80016494,0
69.89473,115.6752,17.04841044,0
69.83048,134.7905,19.90222933,0
65.3979,120.5746,20.29834925,1
68.32214,120.0835,18.52221462,0
65.93895,84.3598,13.9696004,0
70.09805,138.9394,20.35851244,1
66.05531,143.5245,23.68334649,1
68.23481,123.1347,19.04149223,0
65.21758,115.5261,19.55614504,0
69.16173,120.9844,18.21084824,0
67.60064,120.6473,19.00852807,0
67.28621,124.0352,19.72537709,0
66.84323,117.2238,18.89006432,0
68.08281,127.9598,19.87609687,0
66.56991,116.7527,18.96895864,0
70.16973,121.9957,17.83928356,0
67.85113,123.9952,19.39202669,0
66.62309,108.855,17.65758622,0
63.68816,104.6574,18.57740435,0
68.0356,132.248,20.57070476,1
66.941,127.1834,20.43518321,1
66.26292,125.1209,20.51734759,1
70.7301,133.322,19.18782603,0
70.70844,122.3364,17.61755684,0
73.26872,130.2636,17.47102414,0
63.79021,116.7431,20.65644848,1
67.84109,125.8534,19.68846305,0
67.78058,100.627,15.77017309,0
67.23901,118.4945,18.87070252,0
66.75701,137.1255,22.15424566,1
69.03098,118.6991,17.93460618,0
68.52652,124.1641,19.03755567,0
64.65419,124.9442,21.52064318,1
65.14295,126.3889,21.44403893,1
66.74124,121.5255,19.64316074,0
66.99923,133.2951,21.37996836,1
70.26611,127.4072,18.57952665,0
67.57666,125.08,19.72090874,0
66.30582,102.8114,16.83722319,0
68.90702,134.2212,20.35291771,1
65.60543,100.9758,16.89157813,0
68.00189,145.8886,22.71495529,1
69.93715,155.3046,22.86130169,1
70.1459,138.7175,20.2982766,1
66.66364,116.2611,18.83600847,0
69.40676,120.6087,18.02634132,0
66.80598,114.4083,18.45692513,0
67.70048,133.3406,20.94649709,1
69.13438,92.74955,13.97192233,0
67.53769,131.7825,20.80165235,1
65.77912,118.3865,19.69965223,0
66.25769,131.1466,21.50883813,1
67.39038,130.2033,20.64232814,1
64.94327,129.1836,22.05319791,1
69.25699,143.1445,21.48720549,1
69.07739,138.7307,20.93308487,1
69.64403,130.9528,19.43924966,0
69.07705,124.3032,18.75630304,0
68.01304,135.3702,21.07032298,1
68.85664,124.1988,18.86071892,0
63.19158,111.2389,20.05722071,1
65.57591,129.4037,21.66658867,1
69.12101,127.7444,19.25104088,0
69.78765,121.3311,17.93690396,0
67.48203,118.2183,18.69136116,0
69.08809,123.3441,18.60563531,0
68.5529,151.9118,23.27407037,1
68.21327,115.3108,17.84287131,0
67.1012,122.3844,19.57032264,0
71.23661,129.2323,18.33568257,0
69.11946,138.2824,20.84004881,1
65.49848,144.0565,24.17702793,1
66.58706,120.8482,19.62424705,0
67.99831,113.3034,17.64327489,0
72.57747,149.3227,20.41054873,1
67.97585,130.6373,20.35590421,1
66.62347,122.387,19.85241241,0
67.29574,133.8677,21.28301504,1
65.95951,134.8336,22.31391555,1
66.54011,137.8363,22.41450096,1
68.07723,112.6812,17.50572924,0
65.83291,121.1964,20.13428034,1
69.23721,114.9262,17.26125726,0
64.69413,110.3762,18.98795443,0
69.21372,126.0337,18.9423911,0
67.16792,118.7008,18.94359251,0
67.8467,119.3108,18.66185439,0
69.27389,150.7397,22.6162706,1
67.90547,121.1142,18.91115448,0
67.076,118.4065,18.94845166,0
70.01531,142.759,20.9676598,1
70.05454,145.6305,21.36546088,1
70.86714,127.3425,18.25643838,0
66.0586,115.9678,19.13423855,0
65.23745,104.4441,17.66942652,0
68.7413,138.4905,21.10167829,1
69.51946,145.5049,21.67690804,1
70.30764,124.4065,18.12051464,0
67.29982,124.1866,19.74146727,0
67.60582,126.1659,19.87496246,0
67.85566,138.8125,21.7064556,1
66.46536,121.5515,19.81080377,0
68.92071,114.2555,17.3184941,0
68.46886,129.4022,19.8741225,0
69.5193,137.5583,20.4931404,1
70.23956,134.4996,19.6286271,0
67.85651,127.7103,19.96987668,0
68.00435,115.6709,18.00873566,0
67.13983,131.5906,21.01826624,1
68.09931,127.5839,19.8081058,0
68.99077,125.7211,19.01773031,0
69.32618,119.9885,17.97535929,0
70.09286,140.8676,20.64410457,1
68.74304,136.9164,20.86077794,1
64.18633,118.4759,20.70510435,1
66.09074,129.5516,21.35472821,1
69.24418,152.0714,22.83565575,1
69.66512,120.8646,17.93084831,0
68.42721,136.1027,20.92866718,1
68.28613,130.0611,20.08236787,1
69.37684,131.7743,19.71215862,0
68.35315,139.38,21.47909059,1
72.32489,168.229,23.1556937,1
70.37159,127.6446,18.55838652,0
65.72927,131.8008,21.96508685,1
66.49627,122.8561,20.00482015,1
70.81339,140.2133,20.13218609,1
67.37579,142.6929,22.63221811,1
67.79709,137.4299,21.52740196,1
68.1607,126.0392,19.5330495,0
68.85782,143.5985,21.80599267,1
67.71342,122.62,19.25503488,0
64.66007,108.6044,18.70284076,0
65.73721,100.6617,16.77158939,0
68.42441,116.1397,17.86039558,0
68.88946,140.5293,21.32032489,1
68.27367,125.6907,19.41463115,0
69.18045,134.3329,20.20915345,1
72.60996,136.4649,18.63635878,0
66.04157,127.8822,21.11095194,1
69.2288,123.1361,18.49883094,0
68.87697,116.3375,17.65648119,0
66.46042,124.5581,20.30384589,1
69.30444,125.7853,18.8555962,0
67.58249,107.5905,16.96047631,0
69.41816,143.0236,21.36948253,1
67.46867,118.7434,18.78182018,0
66.44873,118.9856,19.40231412,0
68.76185,131.8744,20.08158038,1
63.76881,119.3691,21.13526953,1
69.03663,126.1223,19.05308092,0
66.48966,126.6122,20.62053017,1
66.74224,113.5597,18.35503328,0
67.69394,115.8413,18.20104548,0
66.69066,130.2738,21.08917288,1
67.02877,125.4542,20.10458912,1
65.91096,117.1655,19.4185578,0
70.0304,137.3184,20.15988345,1
69.26978,149.4447,22.42463575,1
70.07695,151.0695,22.14924389,1
64.90942,116.9994,19.99404541,0
69.68744,138.1787,20.48634949,1
67.56524,127.621,20.1283415,1
63.85529,120.7514,21.32214576,1
71.6189,144.2537,20.24902726,1
64.98993,105.7939,18.03437041,0
64.60759,120.1567,20.72590037,1
62.01666,109.0848,20.42114035,1
65.28516,125.971,21.2801227,1
67.70163,110.2325,17.31585353,0
70.85794,134.4706,19.28336379,0
68.17075,115.5067,17.89548729,0
67.45006,125.1086,19.79953451,0
71.04224,116.4113,16.60712072,0
67.83032,133.3944,20.87480189,1
67.15488,108.7478,17.36192283,0
68.30289,134.3986,20.74192606,1
65.41208,131.2085,22.07895674,1
68.66755,130.8318,19.97757216,0
70.06733,127.0838,18.63766717,0
69.13413,119.4067,17.9877229,0
67.02078,105.5616,16.92074594,0
65.52274,134.4733,22.55196862,1
70.19808,132.6897,19.38738528,0
67.66866,126.058,19.82110015,0
69.73257,126.3532,18.70886317,0
67.61719,142.3603,22.41853111,1
70.79589,124.5873,17.89740966,0
69.65804,122.3604,18.15644773,0
66.73277,123.2298,19.92369733,0
67.58008,131.4049,20.71603583,1
65.25317,124.3037,21.01906162,1
70.71387,128.3836,18.48556948,0
71.27374,136.853,19.39669432,0
66.55913,118.0569,19.18706727,0
68.04247,121.4969,18.89459348,0
68.11699,119.2811,18.50943808,0
71.2367,126.5545,17.95570672,0
66.92387,129.2477,20.77749689,1
71.10381,134.7804,19.19435366,0
69.41466,146.0725,21.8272266,1
69.16807,162.4109,24.44197829,1
68.57725,130.1885,19.93172968,0
69.60315,132.1941,19.64657178,0
69.05087,127.4591,19.24708811,0
68.28699,125.3466,19.35392772,0
69.25276,134.7559,20.23047652,1
68.23862,121.9395,18.85456146,0
67.6868,125.6688,19.74931329,0
68.84083,145.956,22.17492979,1
69.52061,119.9207,17.86485531,0
66.97668,111.5093,17.89766414,0
72.0053,138.676,19.25772029,0
67.44482,135.0151,21.37064544,1
66.06214,116.509,19.22147429,0
65.5747,123.9575,20.75547517,1
68.30171,136.952,21.1367262,1
71.02603,153.0797,21.84816756,1
70.76882,126.357,18.1655225,0
67.50812,145.0614,22.91776879,1
69.50936,135.1739,20.14367755,1
66.4455,108.806,17.74410887,0
68.5689,110.5155,16.92393405,0
67.01296,138.2685,22.16859376,1
68.70004,119.5111,18.23168297,0
68.23013,115.3214,17.83569368,0
70.40713,132.3684,19.22576071,0
65.69989,93.99438,15.67852126,0
65.7031,127.4051,21.24944481,1
68.48055,134.3024,20.61967381,1
66.62891,124.9721,20.26843175,1
66.84285,124.072,19.99384688,0
69.89734,133.5476,19.68100569,0
67.6543,134.1509,21.10256649,1
68.30917,130.2489,20.0978011,1
69.74848,138.0935,20.43789851,1
68.57906,126.6064,19.38229059,0
68.14477,131.8076,20.43656442,1
67.98093,131.7363,20.52408265,1
64.82535,117.6261,20.15331318,1
69.20785,126.1943,18.96974618,0
69.2656,127.5132,19.1360563,0
70.9403,142.4785,20.38429939,1
69.07826,139.444,21.04018476,1
66.20183,110.3204,18.12376135,0
71.05779,131.9541,18.81620314,0
68.99493,129.2037,19.54218366,0
70.96089,124.3513,17.78053067,0
66.02496,126.5251,20.89743062,1
69.8641,149.2303,22.01310834,1
66.82802,142.1577,22.91847398,1
69.09424,127.1436,19.17535055,0
66.81425,122.3353,19.73086351,0
67.13183,112.6659,17.99981388,0
64.57428,134.2647,23.18329691,1
68.68038,120.6936,18.42261852,0
67.53724,115.783,18.27640096,0
71.17732,128.6855,18.28853203,0
70.53514,134.7611,19.50230654,0
71.53411,118.3419,16.65116705,0
66.77301,106.1557,17.14249009,0
66.33636,126.3823,20.6783307,1
64.83095,114.3716,19.59232255,0
68.38247,130.2787,20.05932641,1
68.05038,123.3066,19.17157134,0
69.09149,122.8571,18.53035071,0
69.91046,125.6932,18.51654521,0
68.40737,111.7247,17.19000116,0
68.32559,125.5516,19.36368312,0
66.95555,119.9702,19.26782599,0
70.54816,132.6043,19.18309693,0
69.37805,132.6738,19.84602283,0
67.52012,117.4521,18.54927209,0
64.87142,101.8549,17.42639742,0
69.13396,128.4418,19.34888804,0
68.81192,134.0414,20.38187342,1
67.56446,127.7511,20.14932605,1
68.16772,127.6172,19.77352837,0
65.80687,139.3971,23.17628196,1
64.92276,113.9381,19.46289864,0
68.35584,147.5188,22.7315274,1
66.71546,132.6523,21.45825052,1
69.18196,132.8139,19.97976162,0
65.88795,105.0942,17.43007494,0
66.03733,127.5187,21.0536482,1
69.44194,130.7305,19.51936693,0
67.14847,128.5815,20.53235389,1
65.69442,122.5699,20.44840145,1
69.42723,157.2961,23.49582912,1
66.54503,121.1097,19.69156233,0
69.04469,147.5061,22.27829287,1
67.62036,117.493,18.50075842,0
69.59105,132.4472,19.69103298,0
68.12343,118.1774,18.33470448,0
71.22641,123.7319,17.56030552,0
66.43285,130.365,21.26805314,1
66.31808,122.8882,20.11772146,1
68.02724,107.8693,16.7828091,0
68.2876,118.591,18.3105137,0
66.91609,125.6467,20.20330731,1
71.77546,148.6016,20.76844654,1
66.04535,150.279,24.80540378,1
69.01455,127.0678,19.20820075,0
68.70744,128.7122,19.63110181,0
65.012,118.4233,20.17356268,1
66.05857,125.3879,20.68853742,1
71.16403,149.2676,21.221544,1
67.55274,107.3484,16.93722021,0
68.83455,133.6992,20.31647462,1
68.11811,124.8508,19.37307888,0
67.90528,112.7028,17.59787034,0
67.64085,127.8407,20.11794069,1
69.78282,134.1615,19.83642343,0
67.99889,138.6031,21.58250218,1
69.41465,126.044,18.83442634,0
70.42989,129.5856,18.80941204,0
67.67519,134.1054,21.08238766,1
67.88036,106.1251,16.58297076,0
68.06905,127.0561,19.7437043,0
66.99435,121.9241,19.55895733,0
71.57689,150.7365,21.18386863,1
64.36564,116.0061,20.16067828,1
67.93011,125.4748,19.57782187,0
69.91863,131.6099,19.38363554,0
69.93864,129.0696,18.99862168,0
66.79766,129.1117,20.83414096,1
70.11119,148.1624,21.70180335,1
68.94814,105.388,15.96167815,0
68.02886,110.5447,17.19824119,0
69.36148,118.6402,17.75528566,0
68.44886,122.8151,18.87347298,0
65.70282,124.887,20.82963738,1
69.55674,135.7695,20.20488006,1
65.84635,116.4563,19.33891355,0
68.79983,125.3617,19.06876818,0
69.03835,133.122,20.10951163,1
67.36352,138.3328,21.94866545,1
70.35788,124.4972,18.10783759,0
69.88828,136.7205,20.15382252,1
65.15319,115.0153,19.50817956,0
69.40907,132.6366,19.82272821,0
68.50874,143.1323,21.95726211,1
65.71552,134.7422,22.46467981,1
63.98308,122.6246,21.56650725,1
70.07685,153.5634,22.51495442,1
68.42542,126.289,19.4206194,0
68.23665,134.7206,20.83200686,1
67.82856,134.5987,21.06435511,1
66.31277,118.3945,19.38517318,0
69.75128,121.2997,17.95096746,0
65.70901,132.2844,22.05927731,1
66.88227,139.0617,22.3829859,1
67.2791,110.698,17.60807683,0
70.63357,154.1073,22.23992886,1
69.9377,124.1592,18.27631819,0
65.87671,134.5173,22.31756637,1
72.44694,138.2622,18.96687868,0
70.07052,149.0801,21.8615772,1
67.68486,127.0075,19.96083911,0
66.1151,117.8222,19.40699553,0
69.94355,148.9096,21.91592729,1
68.24317,128.2151,19.82226543,0
68.80144,129.6944,19.7268919,0
66.61818,125.5674,20.37154047,1
70.18701,128.7947,18.82422066,0
65.58971,124.187,20.78438655,1
68.69566,151.4167,23.10189856,1
64.88639,106.9803,18.29485968,0
69.81993,145.6221,21.50804656,1
66.33962,121.5926,19.89269768,0
70.4434,130.9386,18.99851127,0
69.99163,135.6203,19.93264728,0
70.13617,123.9315,18.13970041,0
67.1793,131.9955,21.05817223,1
68.2034,117.484,18.18440816,0
67.76121,129.6577,20.33145712,1
64.79753,122.3706,20.98421286,1
66.47871,114.5867,18.66816117,0
66.98337,116.5401,18.70139037,0
65.69991,139.4307,23.25741031,1
66.82705,123.4822,19.90821281,0
66.35141,132.5492,21.67750499,1
70.13491,143.4013,20.99022514,1
70.11565,132.9429,19.47007909,0
64.56145,98.8972,17.08322814,0
68.15724,122.4342,18.97628757,0
67.1475,104.6767,16.71563285,0
70.88927,142.7847,20.45752835,1
68.16218,130.9283,20.28986146,1
71.19657,143.827,20.42936066,1
67.92444,142.2832,22.20414155,1
65.30204,107.9441,18.22543526,0
66.40756,105.6891,17.25550403,0
71.30647,125.4007,17.75720393,0
69.05997,106.4195,16.0657476,0
65.95442,118.5371,19.61999911,0
69.63776,136.7836,20.30845758,1
71.10495,145.9328,20.78192346,1
66.21851,129.637,21.28642162,1
66.13469,108.4955,17.86016956,0
67.7851,121.2537,19.00023682,0
66.67737,135.7399,21.98280455,1
69.99408,137.5026,20.20788155,1
71.1441,124.0052,17.63983888,0
68.63927,128.8613,19.69290078,0
69.08548,133.6811,20.16642652,1
67.97389,106.5185,16.59866996,0
65.94809,113.0398,18.71369009,0
66.02102,125.9639,20.80722366,1
71.23576,140.2945,19.90567999,0
67.52674,143.229,22.61579656,1
71.06935,145.8063,20.7847162,1
68.27178,128.1697,19.79864243,0
67.31932,134.1839,21.318344,1
68.98848,140.2166,21.21186115,1
68.404,146.3453,22.51895739,1
67.092,132.0784,21.12626967,1
66.76866,122.13,19.72466032,0
65.64636,131.4693,21.96521947,1
65.34105,129.5167,21.84168043,1
68.18299,125.7451,19.47473167,0
70.65924,153.1384,22.08404777,1
65.94401,124.5559,20.62272712,1
69.62792,134.8225,20.02294844,1
68.29965,115.3877,17.80963656,0
70.06075,117.9618,17.30311615,0
68.43602,124.5647,19.14952447,0
69.27012,134.4043,20.1675796,1
67.70511,129.3092,20.31042566,1
70.89315,133.1423,19.07392207,0
70.54313,147.3609,21.32088909,1
71.58086,155.0132,21.78248153,1
68.42301,126.2905,19.42221818,0
69.35781,134.4605,20.12502715,1
70.445,134.0296,19.44611595,0
67.38153,128.9248,20.44500526,1
67.50767,123.0543,19.44119933,0
68.52054,112.1788,17.20290268,0
66.80858,111.7443,18.02575208,0
72.38532,148.4615,20.40071286,1
68.51642,136.7459,20.97285163,1
70.79791,133.2068,19.13453962,0
66.21905,116.8855,19.19230972,0
68.31167,124.8542,19.26397241,0
67.1715,121.5809,19.40116268,0
67.7714,123.197,19.31255414,0
67.47328,137.1255,21.6863806,1
67.77463,121.4941,19.04378957,0
69.20099,150.9398,22.6940314,1
70.04297,142.3009,20.8838727,1
70.56979,134.7527,19.48194541,0
66.45379,133.5585,21.77531869,1
67.68132,136.0895,21.390428,1
65.75638,95.20216,15.85270965,0
69.3549,119.7404,17.92333827,0
70.5902,152.9146,22.09492973,1
67.27626,140.1991,22.30252534,1
68.48853,145.2503,22.29532692,1
67.02188,119.4855,19.15201574,0
65.77613,123.512,20.55441,1
65.96579,110.6754,18.31243351,0
68.18868,111.4951,17.26488584,0
72.08595,139.4849,19.32673266,0
66.85358,133.088,21.43986556,1
69.10929,133.5196,20.12818691,1
64.5909,112.7698,19.4617834,0
67.03849,124.7975,19.993551,0
68.99156,123.4224,18.66958024,0
70.59872,142.0921,20.52621034,1
70.08988,116.2814,17.04245341,0
65.6844,131.1256,21.88242812,1
67.0982,131.2493,20.98977353,1
66.03932,127.2422,21.0067313,1
69.26423,122.4523,18.37728803,0
66.61351,115.2431,18.69918991,0
68.11738,126.9532,19.69973019,0
69.73059,143.4439,21.24065481,1
64.02042,125.377,22.02486892,1
66.23753,109.0095,17.88910387,0
72.46761,139.2411,19.09026975,0
66.21938,102.182,16.7778642,0
71.2978,144.3898,20.45110379,1
63.1255,83.08527,15.01228739,0
70.93034,145.3938,20.80723157,1
68.25489,134.9267,20.85272678,1
64.78014,134.678,23.10709715,1
65.42982,111.4963,18.7517369,0
68.91361,119.7951,18.16191126,0
64.96937,95.70426,16.32474684,0
66.15237,117.159,19.27601859,0
65.98386,127.2356,21.04096737,1
69.2435,144.9205,21.76227514,1
68.31982,122.8464,18.94966355,0
70.11607,134.19,19.65248699,0
68.63521,124.9776,19.10164384,0
67.74289,135.8441,21.31306143,1
64.58641,120.8222,20.8543638,1
64.66165,125.0174,21.52828301,1
65.90771,133.5474,22.13581362,1
65.77649,124.5583,20.72830447,1
67.1506,135.9691,21.71065491,1
72.24339,143.5738,19.80666963,0
68.73199,130.5725,19.90060957,0
67.57019,127.192,20.0577407,1
70.36234,141.2372,20.54002876,1
63.62233,107.4236,19.10790436,0
66.20711,122.3234,20.09244455,1
66.22114,111.6055,18.32419008,0
70.0722,137.8915,20.21987594,1
69.6563,142.8742,21.20144708,1
66.25043,114.4349,18.77213151,0
68.0704,128.2736,19.93210538,0
67.14808,134.5725,21.48926782,1
68.76609,140.1034,21.33204586,1
68.12075,121.977,18.92568479,0
65.72987,111.4248,18.56901269,0
69.17439,135.0756,20.32444642,1
70.36351,132.9826,19.33892482,0
70.78557,117.7566,16.92108812,0
70.88083,134.9877,19.34501653,0
66.62148,151.6121,24.59448919,1
69.9829,128.9287,18.9538845,0
66.92866,120.1575,19.31341713,0
71.45806,125.6007,17.71014485,0
69.66344,127.8292,18.9649951,0
69.30943,136.1354,20.40416908,1
66.59775,116.2841,18.87703229,0
64.20209,127.0777,22.19747166,1
68.23051,125.7165,19.44319102,0
70.09021,121.0749,17.74483204,0
70.9755,122.7382,17.5426551,0
64.93134,119.4545,20.3998174,1
66.90106,132.9048,21.37997361,1
69.19803,132.8687,19.97872279,0
68.4149,124.3486,19.12810748,0
